Seddelnummer;Landingsdato;Fartøy ID;Art FAO (kode);Art FAO (navn);Fangstområde (kode);Fangstområde (navn);Redskap (kode);Rundvekt (kg)
7-7000011727028-1;01.07.2024;2014064717;POK;Sei;05;Røstbanken til Malangsgrunnen;33;293.63
7-7000011727033-7;01.07.2024;1987005370;POK;Sei;05;Røstbanken til Malangsgrunnen;61;5.4
7-7000011727042-1;01.07.2024;1984006926;POK;Sei;05;Røstbanken til Malangsgrunnen;33;1881.9
7-7000011727043-1;01.07.2024;;POK;Sei;05;Røstbanken til Malangsgrunnen;33;267.3
7-7000011727093-7;01.07.2024;1984004935;POK;Sei;05;Røstbanken til Malangsgrunnen;32;4.05
7-7000011727120-5;01.07.2024;1997005164;POK;Sei;05;Røstbanken til Malangsgrunnen;32;825.7
7-7000011727032-4;01.07.2024;1995008228;POK;Sei;06;Helgelandsbanken;22;0.0
7-7000011727040-4;01.07.2024;1995008228;POK;Sei;06;Helgelandsbanken;22;5.4
7-7000011727250-7;01.07.2024;1995008373;POK;Sei;06;Helgelandsbanken;22;10.8
7-7000011727252-4;01.07.2024;1998008880;POK;Sei;06;Helgelandsbanken;22;101.25
7-7000011727252-5;01.07.2024;1998008880;POK;Sei;06;Helgelandsbanken;22;175.5
7-7000011727273-1;01.07.2024;1994006227;POK;Sei;06;Helgelandsbanken;33;128.4
7-7000011727273-2;01.07.2024;1994006227;POK;Sei;06;Helgelandsbanken;33;235.2
7-7000011727279-2;01.07.2024;1994001903;POK;Sei;06;Helgelandsbanken;22;2.7
7-7000011727334-3;01.07.2024;1998009739;POK;Sei;06;Helgelandsbanken;22;13.2
4-1129649-5;01.07.2024;1976009383;POK;Sei;07;Storegga-Frøyabanken;22;60.75
6-268083-3;01.07.2024;2009045768;POK;Sei;07;Storegga-Frøyabanken;20;6.0
6-268086-1;01.07.2024;2012059213;POK;Sei;07;Storegga-Frøyabanken;33;59.4
7-7000011727025-4;01.07.2024;1958004699;POK;Sei;07;Storegga-Frøyabanken;22;430.65
7-7000011727038-4;01.07.2024;2008043909;POK;Sei;07;Storegga-Frøyabanken;22;40.5
7-7000011727048-2;01.07.2024;;POK;Sei;07;Storegga-Frøyabanken;33;86.4
7-7000011727110-1;01.07.2024;1985009698;POK;Sei;07;Storegga-Frøyabanken;22;1200.15
7-7000011727226-7;01.07.2024;1986000752;POK;Sei;07;Storegga-Frøyabanken;22;31.05
7-7000011727236-1;01.07.2024;2019108813;POK;Sei;07;Storegga-Frøyabanken;33;270.0
4-3021381-1;01.07.2024;2009048889;POK;Sei;08;Eigersundbanken;22;35.24
4-3021388-5;01.07.2024;2000013887;POK;Sei;08;Eigersundbanken;22;488.03
2-4042894-6;01.07.2024;1991008785;POK;Sei;08;Eigersundbanken;61;4.2
2-4042895-2;01.07.2024;2008040708;POK;Sei;08;Eigersundbanken;22;3.6
2-4042964-3;01.07.2024;1992004299;POK;Sei;08;Eigersundbanken;55;26.4
2-4043037-9;01.07.2024;2024125200;POK;Sei;08;Eigersundbanken;51;79.2
8-1601947-2;02.07.2024;1998003085;POK;Sei;08;Eigersundbanken;11;40.0
8-1601980-8;02.07.2024;2023124074;POK;Sei;08;Eigersundbanken;53;122.0
2-413835-10;02.07.2024;2017096693;POK;Sei;08;Eigersundbanken;55;0.0
7-7000011729054-1;08.07.2024;2016072053;COD;Torsk;03;Øst-Finnmark;61;956.0
7-7000011729079-7;08.07.2024;2001014894;COD;Torsk;03;Øst-Finnmark;22;354.4
7-7000011729080-2;08.07.2024;2021116636;COD;Torsk;03;Øst-Finnmark;33;70.0
7-7000011729093-6;08.07.2024;1996009732;COD;Torsk;03;Øst-Finnmark;20;742.8
7-7000011729093-7;08.07.2024;1996009732;COD;Torsk;03;Øst-Finnmark;20;279.9
7-7000011729093-8;08.07.2024;1996009732;COD;Torsk;03;Øst-Finnmark;20;53.8
7-7000011729095-1;08.07.2024;2013062893;COD;Torsk;03;Øst-Finnmark;22;825.0
7-7000011729095-2;08.07.2024;2013062893;COD;Torsk;03;Øst-Finnmark;22;377.0
7-7000011729153-2;08.07.2024;;COD;Torsk;03;Øst-Finnmark;33;57.82
7-7000011729053-3;08.07.2024;2010052588;COD;Torsk;04;Vest-Finnmark;61;795.0
7-7000011729057-10;08.07.2024;2003019845;COD;Torsk;04;Vest-Finnmark;61;650.0
7-7000011729057-11;08.07.2024;2003019845;COD;Torsk;04;Vest-Finnmark;61;200.0
7-7000011729070-2;08.07.2024;2015071413;COD;Torsk;04;Vest-Finnmark;33;52.5
7-7000011729070-3;08.07.2024;2015071413;COD;Torsk;04;Vest-Finnmark;33;45.0
7-7000011729071-8;08.07.2024;1999004390;COD;Torsk;04;Vest-Finnmark;61;2508.0
7-7000011729071-9;08.07.2024;1999004390;COD;Torsk;04;Vest-Finnmark;61;836.0
7-7000011729077-1;08.07.2024;2015070833;COD;Torsk;04;Vest-Finnmark;33;4.0
7-7000011729084-1;08.07.2024;;COD;Torsk;04;Vest-Finnmark;33;7.5
7-7000011729097-4;08.07.2024;1989005576;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;75.0
7-7000011729098-2;08.07.2024;1987010984;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;40.5
7-7000011729298-5;08.07.2024;1997005164;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;22.2
7-7000011729302-2;08.07.2024;1998001933;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;8.25
7-7000011729311-1;08.07.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;94.5
7-7000011729404-4;09.07.2024;1976006738;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;2.0
7-7000011729410-2;09.07.2024;1987010984;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;34.5
7-7000011729439-1;09.07.2024;1989005341;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;24.0
7-7000011729460-6;09.07.2024;2022120398;COD;Torsk;05;Røstbanken til Malangsgrunnen;42;16.5
7-7000011729141-7;08.07.2024;2001016062;COD;Torsk;06;Helgelandsbanken;22;75.0
7-7000011729145-1;08.07.2024;;COD;Torsk;06;Helgelandsbanken;32;12.0
7-7000011729164-4;08.07.2024;1987005793;COD;Torsk;06;Helgelandsbanken;22;11.25
7-7000011729203-2;08.07.2024;2015071739;COD;Torsk;06;Helgelandsbanken;22;123.9
7-7000011729223-4;08.07.2024;2015070674;COD;Torsk;06;Helgelandsbanken;22;8.25
7-7000011729251-6;08.07.2024;1995008373;COD;Torsk;06;Helgelandsbanken;22;24.19
7-7000011729272-2;08.07.2024;2008044828;COD;Torsk;06;Helgelandsbanken;33;127.5
7-7000011729272-3;08.07.2024;2008044828;COD;Torsk;06;Helgelandsbanken;33;45.0
7-7000011729275-2;08.07.2024;1994006227;COD;Torsk;06;Helgelandsbanken;33;7.67
4-1129707-2;08.07.2024;1997004871;COD;Torsk;07;Storegga-Frøyabanken;35;403.5
6-268259-3;08.07.2024;2008044168;COD;Torsk;07;Storegga-Frøyabanken;20;25.5
6-268261-4;08.07.2024;2011055648;COD;Torsk;07;Storegga-Frøyabanken;20;37.5
6-268272-7;08.07.2024;2023124534;COD;Torsk;07;Storegga-Frøyabanken;20;198.0
6-268277-2;08.07.2024;2010051148;COD;Torsk;07;Storegga-Frøyabanken;32;6.0
4-3021497-1;08.07.2024;2008045528;COD;Torsk;07;Storegga-Frøyabanken;22;95.58
7-7000011729066-1;08.07.2024;;COD;Torsk;07;Storegga-Frøyabanken;33;114.0
7-7000011729094-10;08.07.2024;1999000794;COD;Torsk;07;Storegga-Frøyabanken;22;13.5
7-7000011729142-3;08.07.2024;2019108793;COD;Torsk;07;Storegga-Frøyabanken;22;0.75
4-3021496-3;08.07.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;26.55
2-4043214-12;08.07.2024;2019110016;COD;Torsk;08;Eigersundbanken;61;4244.46
2-4043232-14;08.07.2024;2014066552;COD;Torsk;08;Eigersundbanken;61;4668.08
2-4043279-2;08.07.2024;2014066472;COD;Torsk;08;Eigersundbanken;42;1.18
2-4043354-5;08.07.2024;1992004299;COD;Torsk;08;Eigersundbanken;55;2.36
4-3021509-2;09.07.2024;2000013887;COD;Torsk;08;Eigersundbanken;22;17.55
2-3235412-12;09.07.2024;2018108053;COD;Torsk;08;Eigersundbanken;55;28.32
2-3235412-13;09.07.2024;2018108053;COD;Torsk;08;Eigersundbanken;55;35.15
2-413915-12;09.07.2024;2018108053;COD;Torsk;08;Eigersundbanken;55;0.0
7-7000011729054-3;08.07.2024;2016072053;HAD;Hyse;03;Øst-Finnmark;61;471.0
7-7000011729054-4;08.07.2024;2016072053;HAD;Hyse;03;Øst-Finnmark;61;1118.0
7-7000011729054-5;08.07.2024;2016072053;HAD;Hyse;03;Øst-Finnmark;61;1353.0
7-7000011729079-2;08.07.2024;2001014894;HAD;Hyse;03;Øst-Finnmark;22;54.0
7-7000011729093-1;08.07.2024;1996009732;HAD;Hyse;03;Øst-Finnmark;20;30.0
7-7000011729095-4;08.07.2024;2013062893;HAD;Hyse;03;Øst-Finnmark;22;217.0
7-7000011729099-3;08.07.2024;1994007122;HAD;Hyse;03;Øst-Finnmark;30;36.6
7-7000011729099-4;08.07.2024;1994007122;HAD;Hyse;03;Øst-Finnmark;30;54.9
7-7000011729414-3;09.07.2024;;HAD;Hyse;03;Øst-Finnmark;33;1.5
7-7000011729053-4;08.07.2024;2010052588;HAD;Hyse;04;Vest-Finnmark;61;1255.14
7-7000011729057-5;08.07.2024;2003019845;HAD;Hyse;04;Vest-Finnmark;61;150.0
7-7000011729057-6;08.07.2024;2003019845;HAD;Hyse;04;Vest-Finnmark;61;150.0
7-7000011729070-1;08.07.2024;2015071413;HAD;Hyse;04;Vest-Finnmark;33;29.64
7-7000011729071-2;08.07.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;984.6
7-7000011729071-3;08.07.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;1274.0
7-7000011729071-4;08.07.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;3533.0
7-7000011729091-7;08.07.2024;1999004885;HAD;Hyse;04;Vest-Finnmark;61;402.42
6-12230-3;10.07.2024;1995005068;HAD;Hyse;04;Vest-Finnmark;51;0.0
8-1602213-2;08.07.2024;2018103253;HAD;Hyse;05;Røstbanken til Malangsgrunnen;11;66.0
7-7000011729298-2;08.07.2024;1997005164;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;208.9
7-7000011729314-1;08.07.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;5.6
7-7000011729404-1;09.07.2024;1976006738;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;1.0
7-7000011729942-1;10.07.2024;1998001933;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;2.28
7-7000011730023-1;10.07.2024;1994006450;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;8.0
7-7000011730055-6;10.07.2024;1983005732;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;1.14
7-7000011730059-3;10.07.2024;2012056890;HAD;Hyse;05;Røstbanken til Malangsgrunnen;31;335.0
7-7000011730073-2;11.07.2024;2018101393;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;5.6
7-7000011729102-2;08.07.2024;;HAD;Hyse;06;Helgelandsbanken;32;1.4
7-7000011729141-2;08.07.2024;2001016062;HAD;Hyse;06;Helgelandsbanken;22;108.3
7-7000011729359-5;08.07.2024;1983001550;HAD;Hyse;06;Helgelandsbanken;22;21.0
7-700005636692-1;08.07.2024;1991009695;HAD;Hyse;06;Helgelandsbanken;22;17.1
7-7000011729467-1;09.07.2024;1997012516;HAD;Hyse;06;Helgelandsbanken;22;20.52
7-7000011729814-2;10.07.2024;2003020185;HAD;Hyse;06;Helgelandsbanken;22;2.28
7-7000011729885-2;10.07.2024;2001016062;HAD;Hyse;06;Helgelandsbanken;22;30.78
7-7000011729895-3;10.07.2024;2014064532;HAD;Hyse;06;Helgelandsbanken;22;38.19
7-7000011729997-3;10.07.2024;2008044828;HAD;Hyse;06;Helgelandsbanken;33;1.14
4-1129724-1;08.07.2024;1997004871;HAD;Hyse;07;Storegga-Frøyabanken;35;557.2
6-268259-1;08.07.2024;2008044168;HAD;Hyse;07;Storegga-Frøyabanken;20;733.02
6-268261-1;08.07.2024;2011055648;HAD;Hyse;07;Storegga-Frøyabanken;20;527.25
6-268272-6;08.07.2024;2023124534;HAD;Hyse;07;Storegga-Frøyabanken;20;490.2
6-268277-3;08.07.2024;2010051148;HAD;Hyse;07;Storegga-Frøyabanken;32;21.66
4-3021497-6;08.07.2024;2008045528;HAD;Hyse;07;Storegga-Frøyabanken;22;34.2
7-7000011729066-2;08.07.2024;;HAD;Hyse;07;Storegga-Frøyabanken;33;3.5
7-7000011729094-3;08.07.2024;1999000794;HAD;Hyse;07;Storegga-Frøyabanken;22;2.28
7-7000011729142-5;08.07.2024;2019108793;HAD;Hyse;07;Storegga-Frøyabanken;22;7.18
2-4043214-5;08.07.2024;2019110016;HAD;Hyse;08;Eigersundbanken;61;373.92
2-4043232-6;08.07.2024;2014066552;HAD;Hyse;08;Eigersundbanken;61;584.82
2-4043248-1;08.07.2024;2003026205;HAD;Hyse;08;Eigersundbanken;22;1.14
2-4043354-6;08.07.2024;1992004299;HAD;Hyse;08;Eigersundbanken;55;6.84
2-4043292-5;09.07.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;27.36
2-4043292-6;09.07.2024;1991008785;HAD;Hyse;08;Eigersundbanken;61;5.7
2-4043301-3;09.07.2024;2008040708;HAD;Hyse;08;Eigersundbanken;22;2.85
2-4043353-3;09.07.2024;1998003525;HAD;Hyse;08;Eigersundbanken;51;1282.5
7-7000011729054-2;08.07.2024;2016072053;POK;Sei;03;Øst-Finnmark;61;1008.0
7-7000011729079-6;08.07.2024;2001014894;POK;Sei;03;Øst-Finnmark;22;378.2
7-7000011729080-1;08.07.2024;2021116636;POK;Sei;03;Øst-Finnmark;33;200.0
7-7000011729080-3;08.07.2024;2021116636;POK;Sei;03;Øst-Finnmark;33;647.0
7-7000011729093-4;08.07.2024;1996009732;POK;Sei;03;Øst-Finnmark;20;451.0
7-7000011729093-5;08.07.2024;1996009732;POK;Sei;03;Øst-Finnmark;20;768.0
7-7000011729095-5;08.07.2024;2013062893;POK;Sei;03;Øst-Finnmark;22;2022.0
7-7000011729095-6;08.07.2024;2013062893;POK;Sei;03;Øst-Finnmark;22;445.0
7-7000011729153-1;08.07.2024;;POK;Sei;03;Øst-Finnmark;33;38.4
7-7000011729053-1;08.07.2024;2010052588;POK;Sei;04;Vest-Finnmark;61;4172.4
7-7000011729053-2;08.07.2024;2010052588;POK;Sei;04;Vest-Finnmark;61;1704.0
7-7000011729057-8;08.07.2024;2003019845;POK;Sei;04;Vest-Finnmark;61;5966.0
7-7000011729057-9;08.07.2024;2003019845;POK;Sei;04;Vest-Finnmark;61;1491.0
7-7000011729071-7;08.07.2024;1999004390;POK;Sei;04;Vest-Finnmark;61;54.0
7-7000011729077-2;08.07.2024;2015070833;POK;Sei;04;Vest-Finnmark;33;658.0
7-7000011729078-1;08.07.2024;1984002515;POK;Sei;04;Vest-Finnmark;33;217.0
7-7000011729081-1;08.07.2024;2016072637;POK;Sei;04;Vest-Finnmark;33;479.0
7-7000011729084-2;08.07.2024;;POK;Sei;04;Vest-Finnmark;33;52.65
8-1602207-2;08.07.2024;1982012316;POK;Sei;05;Røstbanken til Malangsgrunnen;11;281.0
8-1602212-2;08.07.2024;1997005079;POK;Sei;05;Røstbanken til Malangsgrunnen;11;69.0
7-7000011729098-1;08.07.2024;1987010984;POK;Sei;05;Røstbanken til Malangsgrunnen;33;117.45
7-7000011729124-1;08.07.2024;2020115656;POK;Sei;05;Røstbanken til Malangsgrunnen;33;229.5
7-7000011729298-4;08.07.2024;1997005164;POK;Sei;05;Røstbanken til Malangsgrunnen;32;1150.4
7-7000011729302-1;08.07.2024;1998001933;POK;Sei;05;Røstbanken til Malangsgrunnen;33;496.0
7-7000011729312-1;08.07.2024;;POK;Sei;05;Røstbanken til Malangsgrunnen;33;41.85
8-1602230-2;09.07.2024;1997002848;POK;Sei;05;Røstbanken til Malangsgrunnen;11;159.0
8-1602238-2;09.07.2024;2018102573;POK;Sei;05;Røstbanken til Malangsgrunnen;11;123.0
7-7000011729102-1;08.07.2024;;POK;Sei;06;Helgelandsbanken;32;58.05
7-7000011729141-6;08.07.2024;2001016062;POK;Sei;06;Helgelandsbanken;22;176.85
7-7000011729203-1;08.07.2024;2015071739;POK;Sei;06;Helgelandsbanken;22;69.6
7-7000011729217-1;08.07.2024;1998008153;POK;Sei;06;Helgelandsbanken;33;683.1
7-7000011729217-2;08.07.2024;1998008153;POK;Sei;06;Helgelandsbanken;33;284.85
7-7000011729251-4;08.07.2024;1995008373;POK;Sei;06;Helgelandsbanken;22;3.0
7-7000011729272-1;08.07.2024;2008044828;POK;Sei;06;Helgelandsbanken;33;4.05
7-7000011729275-1;08.07.2024;1994006227;POK;Sei;06;Helgelandsbanken;33;344.4
7-7000011729286-2;08.07.2024;2017095333;POK;Sei;06;Helgelandsbanken;33;3.0
4-1129716-1;08.07.2024;1997004871;POK;Sei;07;Storegga-Frøyabanken;35;70.2
6-268247-1;08.07.2024;;POK;Sei;07;Storegga-Frøyabanken;61;211.95
6-268248-1;08.07.2024;2016071773;POK;Sei;07;Storegga-Frøyabanken;33;915.3
6-268259-2;08.07.2024;2008044168;POK;Sei;07;Storegga-Frøyabanken;20;280.8
6-268261-2;08.07.2024;2011055648;POK;Sei;07;Storegga-Frøyabanken;20;634.5
6-268267-2;08.07.2024;1989002967;POK;Sei;07;Storegga-Frøyabanken;20;12.0
6-268270-1;08.07.2024;1982004592;POK;Sei;07;Storegga-Frøyabanken;33;390.15
6-268272-8;08.07.2024;2023124534;POK;Sei;07;Storegga-Frøyabanken;20;969.3
6-268277-1;08.07.2024;2010051148;POK;Sei;07;Storegga-Frøyabanken;32;4.05
4-3021496-4;08.07.2024;2000013887;POK;Sei;08;Eigersundbanken;22;285.8
2-4043214-9;08.07.2024;2019110016;POK;Sei;08;Eigersundbanken;61;2410.8
2-4043232-11;08.07.2024;2014066552;POK;Sei;08;Eigersundbanken;61;4729.2
2-4043354-3;08.07.2024;1992004299;POK;Sei;08;Eigersundbanken;55;4.8
2-4043354-4;08.07.2024;1992004299;POK;Sei;08;Eigersundbanken;55;19.2
4-3021509-3;09.07.2024;2000013887;POK;Sei;08;Eigersundbanken;22;273.65
2-3235412-6;09.07.2024;2018108053;POK;Sei;08;Eigersundbanken;55;21.72
2-3235412-7;09.07.2024;2018108053;POK;Sei;08;Eigersundbanken;55;75.5
2-413915-6;09.07.2024;2018108053;POK;Sei;08;Eigersundbanken;55;0.0
7-7000011730967-1;15.07.2024;1999002713;COD;Torsk;03;Øst-Finnmark;61;952.0
7-7000011730967-2;15.07.2024;1999002713;COD;Torsk;03;Øst-Finnmark;61;894.0
7-7000011730975-1;15.07.2024;1986002233;COD;Torsk;03;Øst-Finnmark;33;384.0
7-7000011730976-4;15.07.2024;1982003916;COD;Torsk;03;Øst-Finnmark;32;741.0
7-7000011730976-5;15.07.2024;1982003916;COD;Torsk;03;Øst-Finnmark;32;1323.0
7-7000011730985-1;15.07.2024;2023124640;COD;Torsk;03;Øst-Finnmark;22;761.0
7-7000011730991-10;15.07.2024;2023124102;COD;Torsk;03;Øst-Finnmark;20;127.0
7-7000011730991-11;15.07.2024;2023124102;COD;Torsk;03;Øst-Finnmark;20;47.8
7-7000011731057-2;15.07.2024;;COD;Torsk;03;Øst-Finnmark;33;54.28
6-12248-10;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;0.0
6-269486-1;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;2107.5
6-269486-2;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;1977.0
6-269523-1;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;27481.5
6-269526-1;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;13591.5
6-269529-1;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;1075.5
6-269529-2;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;64.5
6-269529-3;15.07.2024;2023123977;COD;Torsk;04;Vest-Finnmark;61;186.0
7-7000011730972-10;15.07.2024;1987003346;COD;Torsk;04;Vest-Finnmark;32;148.0
7-7000011730993-4;15.07.2024;2024124967;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;12.0
7-7000011730993-5;15.07.2024;2024124967;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;25.5
7-7000011730993-6;15.07.2024;2024124967;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;12.0
7-7000011730998-2;15.07.2024;;COD;Torsk;05;Røstbanken til Malangsgrunnen;33;25.5
7-7000011731011-5;15.07.2024;1976011860;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;6.0
7-7000011731017-2;15.07.2024;1987005370;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;30.0
7-7000011731017-3;15.07.2024;1987005370;COD;Torsk;05;Røstbanken til Malangsgrunnen;61;346.5
7-7000011731021-1;15.07.2024;1989005576;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;25.5
7-7000011731021-9;15.07.2024;1989005576;COD;Torsk;05;Røstbanken til Malangsgrunnen;32;30.0
7-7000011730987-2;15.07.2024;;COD;Torsk;06;Helgelandsbanken;33;18.0
7-7000011731068-7;15.07.2024;2001016062;COD;Torsk;06;Helgelandsbanken;22;87.0
7-7000011731074-3;15.07.2024;1987011486;COD;Torsk;06;Helgelandsbanken;22;6.0
7-7000011731079-1;15.07.2024;2022122217;COD;Torsk;06;Helgelandsbanken;33;99.0
7-7000011731197-1;15.07.2024;1982007975;COD;Torsk;06;Helgelandsbanken;22;25.5
7-7000011731211-2;15.07.2024;1998005591;COD;Torsk;06;Helgelandsbanken;32;5.9
7-7000011731259-5;15.07.2024;2015070674;COD;Torsk;06;Helgelandsbanken;22;13.5
7-7000011731340-1;15.07.2024;2001015108;COD;Torsk;06;Helgelandsbanken;22;32.25
7-7000011731342-1;15.07.2024;2003020185;COD;Torsk;06;Helgelandsbanken;22;12.75
6-12249-1;15.07.2024;1999003712;COD;Torsk;07;Storegga-Frøyabanken;35;0.0
6-268500-2;15.07.2024;2014064032;COD;Torsk;07;Storegga-Frøyabanken;20;30.0
6-268506-3;15.07.2024;2023124534;COD;Torsk;07;Storegga-Frøyabanken;20;190.5
6-268508-3;15.07.2024;2008044168;COD;Torsk;07;Storegga-Frøyabanken;20;70.5
6-268509-2;15.07.2024;1994003167;COD;Torsk;07;Storegga-Frøyabanken;20;4.5
6-268510-4;15.07.2024;1986007291;COD;Torsk;07;Storegga-Frøyabanken;20;15.0
6-268520-1;15.07.2024;2014064453;COD;Torsk;07;Storegga-Frøyabanken;61;306.8
6-268521-3;15.07.2024;2000000211;COD;Torsk;07;Storegga-Frøyabanken;20;7.08
6-268525-1;15.07.2024;2000000179;COD;Torsk;07;Storegga-Frøyabanken;20;27.0
6-268638-1;15.07.2024;2023124096;COD;Torsk;08;Eigersundbanken;51;1432.52
2-3235439-1;15.07.2024;1999008413;COD;Torsk;08;Eigersundbanken;61;5.9
2-3235439-2;15.07.2024;1999008413;COD;Torsk;08;Eigersundbanken;61;17.7
2-4043693-3;15.07.2024;2000013360;COD;Torsk;08;Eigersundbanken;42;2.36
2-4043710-1;15.07.2024;1987011070;COD;Torsk;08;Eigersundbanken;22;2.36
2-4043710-2;15.07.2024;1987011070;COD;Torsk;08;Eigersundbanken;22;9.44
2-4043711-2;15.07.2024;2003026205;COD;Torsk;08;Eigersundbanken;22;10.62
2-4043724-1;15.07.2024;1994012673;COD;Torsk;08;Eigersundbanken;22;10.62
2-414003-1;15.07.2024;1999008413;COD;Torsk;08;Eigersundbanken;61;0.0
7-7000011730967-3;15.07.2024;1999002713;HAD;Hyse;03;Øst-Finnmark;61;3689.04
7-7000011730967-4;15.07.2024;1999002713;HAD;Hyse;03;Øst-Finnmark;61;5042.22
7-7000011730967-5;15.07.2024;1999002713;HAD;Hyse;03;Øst-Finnmark;61;3567.06
7-7000011730976-2;15.07.2024;1982003916;HAD;Hyse;03;Øst-Finnmark;32;24.0
7-7000011730985-4;15.07.2024;2023124640;HAD;Hyse;03;Øst-Finnmark;22;135.0
7-7000011730991-3;15.07.2024;2023124102;HAD;Hyse;03;Øst-Finnmark;20;7.4
7-7000011730991-4;15.07.2024;2023124102;HAD;Hyse;03;Øst-Finnmark;20;13.6
7-7000011731000-3;15.07.2024;2018102673;HAD;Hyse;03;Øst-Finnmark;32;65.0
7-7000011731120-1;15.07.2024;;HAD;Hyse;03;Øst-Finnmark;33;1.0
6-12248-16;15.07.2024;2023123977;HAD;Hyse;04;Vest-Finnmark;61;0.0
6-268605-1;15.07.2024;2023123977;HAD;Hyse;04;Vest-Finnmark;61;36992.2
6-268605-2;15.07.2024;2023123977;HAD;Hyse;04;Vest-Finnmark;61;5906.6
7-7000011730972-4;15.07.2024;1987003346;HAD;Hyse;04;Vest-Finnmark;32;531.0
7-7000011730972-5;15.07.2024;1987003346;HAD;Hyse;04;Vest-Finnmark;32;221.0
7-7000011730972-6;15.07.2024;1987003346;HAD;Hyse;04;Vest-Finnmark;32;133.0
7-7000011730980-2;15.07.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;697.6
7-7000011730980-3;15.07.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;1939.0
7-7000011730980-4;15.07.2024;1999004390;HAD;Hyse;04;Vest-Finnmark;61;5115.0
7-7000011730993-2;15.07.2024;2024124967;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;3.42
7-7000011731006-1;15.07.2024;;HAD;Hyse;05;Røstbanken til Malangsgrunnen;33;23.94
7-7000011731011-2;15.07.2024;1976011860;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;2.0
7-7000011731017-5;15.07.2024;1987005370;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;497.04
7-7000011731021-7;15.07.2024;1989005576;HAD;Hyse;05;Røstbanken til Malangsgrunnen;32;3.42
7-7000011731023-4;15.07.2024;1998009863;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;61.56
7-7000011731024-2;15.07.2024;2000013803;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;18560.0
7-7000011731025-4;15.07.2024;1994005250;HAD;Hyse;05;Røstbanken til Malangsgrunnen;22;6.84
7-7000011731157-1;15.07.2024;1976005671;HAD;Hyse;05;Røstbanken til Malangsgrunnen;61;7121.1
7-7000011731068-2;15.07.2024;2001016062;HAD;Hyse;06;Helgelandsbanken;22;20.52
7-7000011731101-3;15.07.2024;;HAD;Hyse;06;Helgelandsbanken;32;1.14
7-7000011731259-2;15.07.2024;2015070674;HAD;Hyse;06;Helgelandsbanken;22;2.28
7-7000011731356-7;15.07.2024;1983001550;HAD;Hyse;06;Helgelandsbanken;22;3.92
7-7000011731387-3;16.07.2024;2001016062;HAD;Hyse;06;Helgelandsbanken;22;49.02
7-7000011731525-2;16.07.2024;1995000612;HAD;Hyse;06;Helgelandsbanken;32;206.34
7-7000011731525-3;16.07.2024;1995000612;HAD;Hyse;06;Helgelandsbanken;32;53.01
7-7000011731572-3;16.07.2024;2002016864;HAD;Hyse;06;Helgelandsbanken;22;1.14
7-7000011731599-2;16.07.2024;2016074233;HAD;Hyse;06;Helgelandsbanken;33;30.78
6-12249-8;15.07.2024;1999003712;HAD;Hyse;07;Storegga-Frøyabanken;35;0.0
6-268506-2;15.07.2024;2023124534;HAD;Hyse;07;Storegga-Frøyabanken;20;116.28
